creation_datetime,user_id,lesson_id,lesson_type,rating
2022-02-28 19:59:30,user_19,lesson_73,SESSION,5
2022-03-25 15:32:31,user_42,lesson_73,SESSION,5
2022-03-16 19:41:47,user_44,lesson_73,SESSION,5
2022-02-19 22:12:12,user_31,lesson_73,SESSION,5
2022-02-06 8:51:59,user_25,lesson_73,SESSION,100
2022-03-16 18:49:24,user_49,lesson_73,SESSION,100
2022-03-05 20:27:15,user_11,lesson_73,SESSION,90
2022-02-27 16:26:44,user_22,lesson_73,SESSION,90
2022-02-27 21:37:55,user_18,lesson_73,SESSION,90
2022-02-12 19:54:38,user_5,lesson_14,SESSION,5
2022-02-16 15:11:20,user_23,lesson_38,SESSION,5
2022-02-16 18:45:14,user_11,lesson_38,SESSION,5
2022-01-20 0:51:50,user_22,lesson_38,SESSION,5
2022-02-19 1:03:07,user_4,lesson_26,SESSION,5
2022-01-31 12:49:29,user_22,lesson_278,SESSION,5
2022-02-27 13:05:45,user_11,lesson_278,SESSION,5
2022-02-05 0:17:05,user_22,lesson_277,SESSION,5
2022-03-04 20:36:24,user_11,lesson_277,SESSION,5
2022-02-27 23:25:55,user_16,lesson_317,SESSION,5
2022-04-02 16:58:59,user_19,lesson_317,SESSION,5
2022-03-03 19:58:50,user_18,lesson_76,SESSION,5
2022-03-26 9:59:19,user_44,lesson_76,SESSION,5
2022-03-09 19:10:17,user_11,lesson_76,SESSION,5
2022-03-01 22:41:11,user_22,lesson_76,SESSION,5
2022-03-10 18:53:00,user_22,lesson_814,SESSION,5
2022-03-24 18:38:18,user_18,lesson_189,SESSION,5
2022-03-11 0:49:34,user_22,lesson_189,SESSION,5
2022-02-07 8:12:17,user_21,lesson_8,SESSION,5
2022-03-31 19:53:32,user_18,lesson_195,SESSION,5
2022-03-12 23:21:14,user_11,lesson_82,SESSION,5
2022-03-27 19:48:57,user_44,lesson_82,SESSION,5
2022-03-06 19:32:06,user_18,lesson_82,SESSION,5
2022-02-07 11:08:39,user_4,lesson_27,SESSION,5
2022-02-15 23:56:07,user_4,lesson_28,SESSION,5
2022-02-11 9:17:20,user_5,lesson_12,SESSION,5
2022-03-11 23:22:42,user_22,lesson_187,SESSION,5
2022-02-22 20:27:28,user_16,lesson_130,SESSION,5
2022-03-09 16:24:09,user_22,lesson_173,SESSION,5
2022-03-21 18:53:10,user_18,lesson_173,SESSION,5
2022-03-09 19:58:13,user_22,lesson_183,SESSION,5
2022-03-22 18:25:48,user_18,lesson_183,SESSION,5
2022-02-02 23:18:45,user_22,lesson_174,SESSION,5
2022-01-22 23:06:12,user_22,lesson_43,SESSION,5
2022-02-19 18:52:19,user_11,lesson_43,SESSION,5
2022-03-19 10:36:25,user_44,lesson_497,SESSION,5
2022-03-26 20:02:03,user_18,lesson_497,SESSION,5
2022-03-29 18:53:06,user_18,lesson_192,SESSION,5
2022-04-01 19:58:30,user_18,lesson_192,SESSION,5
2022-03-11 22:23:53,user_22,lesson_192,SESSION,5
2022-03-23 18:42:33,user_18,lesson_186,SESSION,5
2022-03-10 23:20:07,user_22,lesson_186,SESSION,5
2022-08-10 7:35:56,user_49,lesson_208,SESSION,5
2022-02-12 2:29:44,user_4,lesson_447,SESSION,5
2022-03-16 19:57:08,user_18,lesson_166,SESSION,5
2022-03-08 0:20:27,user_22,lesson_166,SESSION,5
2022-03-07 23:54:50,user_22,lesson_166,SESSION,5
2022-02-14 13:47:32,user_11,lesson_506,SESSION,5
2022-03-03 19:08:01,user_11,lesson_13,SESSION,5
2022-02-03 23:04:53,user_22,lesson_13,SESSION,5
2022-02-26 14:21:54,user_18,lesson_13,SESSION,5
2022-02-13 10:24:56,user_11,lesson_429,SESSION,5
2022-02-24 21:07:40,user_11,lesson_5,SESSION,5
2022-02-25 20:42:52,user_44,lesson_5,SESSION,5
2022-02-20 19:39:39,user_19,lesson_5,SESSION,5
2022-01-29 0:25:51,user_22,lesson_5,SESSION,5
2022-02-23 20:40:46,user_16,lesson_133,SESSION,5
2022-02-10 6:38:24,user_4,lesson_448,SESSION,5
2022-02-14 15:13:05,user_11,lesson_276,SESSION,5
2022-02-13 8:56:33,user_23,lesson_276,SESSION,5
2022-02-15 21:02:32,user_7,lesson_276,SESSION,5
2022-02-14 21:54:11,user_31,lesson_276,SESSION,5
2022-02-10 6:38:24,user_4,lesson_448,SESSION,5
2022-03-09 0:22:40,user_22,lesson_167,SESSION,5
2022-02-26 20:48:01,user_11,lesson_65,SESSION,5
2022-03-07 11:17:21,user_16,lesson_353,SESSION,5
2022-03-10 21:12:06,user_11,lesson_35,SESSION,5
2022-02-28 14:51:11,user_22,lesson_35,SESSION,5
2022-03-19 11:20:22,user_44,lesson_35,SESSION,5
2022-03-04 2:45:04,user_22,lesson_181,SESSION,5
2022-03-26 10:55:54,user_44,lesson_181,SESSION,5
2022-01-14 1:59:34,user_16,lesson_28,SESSION,5
2022-01-17 22:18:38,user_22,lesson_28,SESSION,5
2022-02-08 21:19:13,user_11,lesson_28,SESSION,5
2022-01-22 23:46:52,user_22,lesson_45,SESSION,5
2022-01-19 20:04:36,user_47,lesson_45,SESSION,5
2022-02-19 19:36:41,user_11,lesson_45,SESSION,5
2022-02-12 8:55:46,user_11,lesson_159,SESSION,5
2022-01-31 17:44:00,user_22,lesson_64,SESSION,5
2022-01-23 22:07:42,user_22,lesson_47,SESSION,5
2022-02-20 20:15:47,user_11,lesson_47,SESSION,5
2022-02-10 6:39:12,user_4,lesson_451,SESSION,5
2022-03-06 22:16:51,user_22,lesson_220,SESSION,5
2022-02-13 10:46:56,user_4,lesson_452,SESSION,5
2022-02-08 6:58:38,user_4,lesson_453,SESSION,5
2022-01-27 15:03:43,user_47,lesson_50,SESSION,5
2022-02-28 16:50:44,user_22,lesson_74,SESSION,5
2022-01-14 22:22:56,user_22,lesson_19,SESSION,5
2022-01-11 18:51:10,user_47,lesson_19,SESSION,5
2022-02-06 20:10:42,user_11,lesson_19,SESSION,5
2022-03-05 18:35:39,user_14,lesson_19,SESSION,5
2022-02-05 9:57:42,user_23,lesson_19,SESSION,5
2022-02-05 18:50:49,user_49,lesson_19,SESSION,5
2022-03-09 21:04:31,user_14,lesson_29,SESSION,5
2022-02-08 21:08:53,user_19,lesson_29,SESSION,5
2022-03-17 18:50:31,user_18,lesson_263,SESSION,5
2022-04-09 12:13:30,user_44,lesson_263,SESSION,5
2022-03-09 22:32:26,user_22,lesson_263,SESSION,5
2022-02-13 10:34:26,user_11,lesson_441,SESSION,5
2022-01-19 18:53:24,user_22,lesson_31,SESSION,5
2022-02-10 19:44:31,user_49,lesson_31,SESSION,5
2022-02-04 23:36:46,user_4,lesson_30,SESSION,5
2022-03-24 18:50:43,user_49,lesson_222,SESSION,5
2022-03-03 16:06:21,user_22,lesson_222,SESSION,5
2022-03-10 20:47:20,user_11,lesson_222,SESSION,5
2022-03-04 23:04:54,user_18,lesson_222,SESSION,5
2022-03-26 16:37:27,user_44,lesson_222,SESSION,5
2022-03-11 19:29:00,user_22,lesson_288,SESSION,5
2022-02-20 20:53:35,user_16,lesson_288,SESSION,5
2022-03-11 20:12:39,user_18,lesson_244,SESSION,5
2022-03-04 15:30:58,user_22,lesson_244,SESSION,5
2022-02-26 18:56:32,user_11,lesson_61,SESSION,5
2022-01-31 16:20:04,user_22,lesson_61,SESSION,5
2022-02-21 14:22:32,user_18,lesson_61,SESSION,5
2022-02-20 20:31:16,user_11,lesson_52,SESSION,5
2022-01-23 22:50:33,user_22,lesson_52,SESSION,5
2022-01-23 22:50:33,user_23,lesson_20,SESSION,5
2022-01-23 22:50:33,user_24,lesson_20,SESSION,5
2022-01-23 22:50:33,user_25,lesson_20,SESSION,5
2022-01-23 22:50:33,user_26,lesson_20,SESSION,5
2022-01-23 22:50:33,user_27,lesson_20,SESSION,5
2022-02-21 14:22:32,user_23,lesson_21,SESSION,5
2022-02-21 14:22:32,user_24,lesson_21,SESSION,5
2022-02-21 14:22:32,user_25,lesson_21,SESSION,5
2022-02-21 14:22:32,user_26,lesson_21,SESSION,5
2022-02-21 14:22:32,user_27,lesson_21,SESSION,5
